,GEO,SEX,AGE_M3,VALUE
12472,ESZZZ,T,40+,
12473,ESZZZ,T,TOTAL,
12474,FI,F,18-29,394655.0
12475,FI,F,30-39,317859.0
12476,FI,F,40+,1493793.0
12477,FI,F,<18,530553.0
12478,FI,F,TOTAL,2736860.0
12479,FI,M,18-29,414653.0
12480,FI,M,30-39,335335.0
12481,FI,M,40+,1334685.0
12482,FI,M,<18,553743.0
12483,FI,M,TOTAL,2638416.0
12484,FI,T,18-29,673843.0
12485,FI,T,30-39,653194.0
12486,FI,T,40+,2828478.0
12487,FI,T,TOTAL,5375276.0
12488,FI1,F,18-29,392928.0
12489,FI1,F,30-39,316177.0
12490,FI1,F,40+,1485866.0
12491,FI1,F,<18,527835.0
12492,FI1,F,TOTAL,2722806.0
12493,FI1,M,18-29,412734.0
12494,FI1,M,30-39,333539.0
12495,FI1,M,40+,1327367.0
12496,FI1,M,<18,550823.0
12497,FI1,M,TOTAL,2624463.0
12498,FI1,T,18-29,670873.0
12499,FI1,T,30-39,649716.0
12500,FI1,T,40+,2813233.0
12501,FI1,T,TOTAL,5347269.0
12502,FI19,F,18-29,98943.0
12503,FI19,F,30-39,76041.0
12504,FI19,F,40+,380190.0
12505,FI19,F,<18,133330.0
12506,FI19,F,TOTAL,688504.0
12507,FI19,M,18-29,106905.0
12508,FI19,M,30-39,82138.0
12509,FI19,M,40+,342682.0
12510,FI19,M,<18,139812.0
12511,FI19,M,TOTAL,671537.0
12512,FI19,T,18-29,171799.0
12513,FI19,T,30-39,158179.0
12514,FI19,T,40+,722872.0
12515,FI19,T,TOTAL,1360041.0
12516,FI193,F,18-29,21133.0
12517,FI193,F,30-39,15016.0
12518,FI193,F,40+,75189.0
12519,FI193,F,<18,27112.0
12520,FI193,F,TOTAL,138450.0
12521,FI193,M,18-29,22143.0
12522,FI193,M,30-39,16262.0
12523,FI193,M,40+,68568.0
12524,FI193,M,<18,28214.0
12525,FI193,M,TOTAL,135187.0
12526,FI193,T,18-29,36217.0
12527,FI193,T,30-39,31278.0
12528,FI193,T,40+,143757.0
12529,FI193,T,TOTAL,273637.0
12530,FI194,F,18-29,12559.0
12531,FI194,F,30-39,9602.0
12532,FI194,F,40+,55398.0
12533,FI194,F,<18,19831.0
12534,FI194,F,TOTAL,97390.0
12535,FI194,M,18-29,14234.0
12536,FI194,M,30-39,10390.0
12537,FI194,M,40+,50570.0
12538,FI194,M,<18,20920.0
12539,FI194,M,TOTAL,96114.0
12540,FI194,T,18-29,21621.0
12541,FI194,T,30-39,19992.0
12542,FI194,T,40+,105968.0
12543,FI194,T,TOTAL,193504.0
12544,FI195,F,18-29,12745.0
12545,FI195,F,30-39,9776.0
12546,FI195,F,40+,47936.0
12547,FI195,F,<18,18190.0
12548,FI195,F,TOTAL,88647.0
12549,FI195,M,18-29,14530.0
12550,FI195,M,30-39,10916.0
12551,FI195,M,40+,44422.0
12552,FI195,M,<18,19431.0
12553,FI195,M,TOTAL,89299.0
12554,FI195,T,18-29,22654.0
12555,FI195,T,30-39,20692.0
12556,FI195,T,40+,92358.0
12557,FI195,T,TOTAL,177946.0
12558,FI196,F,18-29,14269.0
12559,FI196,F,30-39,11514.0
12560,FI196,F,40+,68780.0
12561,FI196,F,<18,20830.0
12562,FI196,F,TOTAL,115393.0
12563,FI196,M,18-29,15814.0
12564,FI196,M,30-39,12170.0
12565,FI196,M,40+,61622.0
12566,FI196,M,<18,22032.0
12567,FI196,M,TOTAL,111638.0
12568,FI196,T,18-29,24605.0
12569,FI196,T,30-39,23684.0
12570,FI196,T,40+,130402.0
12571,FI196,T,TOTAL,227031.0
12572,FI197,F,18-29,38237.0
12573,FI197,F,30-39,30133.0
12574,FI197,F,40+,132887.0
12575,FI197,F,<18,47367.0
12576,FI197,F,TOTAL,248624.0
12577,FI197,M,18-29,40184.0
12578,FI197,M,30-39,32400.0
12579,FI197,M,40+,117500.0
12580,FI197,M,<18,49215.0
12581,FI197,M,TOTAL,239299.0
12582,FI197,T,18-29,66702.0
12583,FI197,T,30-39,62533.0
12584,FI197,T,40+,250387.0
12585,FI197,T,TOTAL,487923.0
12586,FI1B,F,18-29,126132.0
12587,FI1B,F,30-39,109580.0
12588,FI1B,F,40+,400509.0
12589,FI1B,F,<18,154697.0
12590,FI1B,F,TOTAL,790918.0
12591,FI1B,M,18-29,123483.0
12592,FI1B,M,30-39,112666.0
12593,FI1B,M,40+,344335.0
12594,FI1B,M,<18,160907.0
12595,FI1B,M,TOTAL,741391.0
12596,FI1B,T,18-29,211609.0
12597,FI1B,T,30-39,222246.0
12598,FI1B,T,40+,744844.0
12599,FI1B,T,TOTAL,1532309.0
12600,FI1B1,F,18-29,126132.0
12601,FI1B1,F,30-39,109580.0
12602,FI1B1,F,40+,400509.0
12603,FI1B1,F,<18,154697.0
12604,FI1B1,F,TOTAL,790918.0
12605,FI1B1,M,18-29,123483.0
12606,FI1B1,M,30-39,112666.0
12607,FI1B1,M,40+,344335.0
12608,FI1B1,M,<18,160907.0
12609,FI1B1,M,TOTAL,741391.0
12610,FI1B1,T,18-29,211609.0
12611,FI1B1,T,30-39,222246.0
12612,FI1B1,T,40+,744844.0
12613,FI1B1,T,TOTAL,1532309.0
12614,FI1C,F,18-29,77975.0
12615,FI1C,F,30-39,64665.0
12616,FI1C,F,40+,341353.0
12617,FI1C,F,<18,108548.0
12618,FI1C,F,TOTAL,592541.0
12619,FI1C,M,18-29,82966.0
12620,FI1C,M,30-39,67632.0
12621,FI1C,M,40+,301761.0
12622,FI1C,M,<18,112695.0
12623,FI1C,M,TOTAL,565054.0
12624,FI1C,T,18-29,132731.0
12625,FI1C,T,30-39,132297.0
12626,FI1C,T,40+,643114.0
12627,FI1C,T,TOTAL,1157595.0
12628,FI1C1,F,18-29,35002.0
12629,FI1C1,F,30-39,27947.0
12630,FI1C1,F,40+,132366.0
12631,FI1C1,F,<18,43854.0
12632,FI1C1,F,TOTAL,239169.0
12633,FI1C1,M,18-29,35276.0
12634,FI1C1,M,30-39,28782.0
12635,FI1C1,M,40+,116021.0
12636,FI1C1,M,<18,45935.0
12637,FI1C1,M,TOTAL,226014.0
12638,FI1C1,T,18-29,59052.0
12639,FI1C1,T,30-39,56729.0
12640,FI1C1,T,40+,248387.0
12641,FI1C1,T,TOTAL,465183.0
12642,FI1C2,F,18-29,11144.0
12643,FI1C2,F,30-39,9843.0
12644,FI1C2,F,40+,50773.0
12645,FI1C2,F,<18,17435.0
12646,FI1C2,F,TOTAL,89195.0
12647,FI1C2,M,18-29,11890.0
12648,FI1C2,M,30-39,9961.0
12649,FI1C2,M,40+,45391.0
12650,FI1C2,M,<18,18118.0
12651,FI1C2,M,TOTAL,85360.0
12652,FI1C2,T,18-29,18680.0
12653,FI1C2,T,30-39,19804.0
12654,FI1C2,T,40+,96164.0
12655,FI1C2,T,TOTAL,174555.0
12656,FI1C3,F,18-29,13283.0
12657,FI1C3,F,30-39,10854.0
12658,FI1C3,F,40+,60825.0
12659,FI1C3,F,<18,19130.0
12660,FI1C3,F,TOTAL,104092.0
12661,FI1C3,M,18-29,13890.0
12662,FI1C3,M,30-39,11438.0
12663,FI1C3,M,40+,52748.0
12664,FI1C3,M,<18,19604.0
12665,FI1C3,M,TOTAL,97680.0
12666,FI1C3,T,18-29,22058.0
12667,FI1C3,T,30-39,22292.0
12668,FI1C3,T,40+,113573.0
12669,FI1C3,T,TOTAL,201772.0
12670,FI1C4,F,18-29,10508.0
12671,FI1C4,F,30-39,9353.0
12672,FI1C4,F,40+,56331.0
12673,FI1C4,F,<18,16456.0
12674,FI1C4,F,TOTAL,92648.0
12675,FI1C4,M,18-29,12121.0
12676,FI1C4,M,30-39,10052.0
12677,FI1C4,M,40+,50582.0
12678,FI1C4,M,<18,16979.0
12679,FI1C4,M,TOTAL,89734.0
12680,FI1C4,T,18-29,18335.0
12681,FI1C4,T,30-39,19405.0
12682,FI1C4,T,40+,106913.0
12683,FI1C4,T,TOTAL,182382.0
12684,FI1C5,F,18-29,8038.0
12685,FI1C5,F,30-39,6668.0
12686,FI1C5,F,40+,41058.0
12687,FI1C5,F,<18,11673.0
12688,FI1C5,F,TOTAL,67437.0
12689,FI1C5,M,18-29,9789.0
12690,FI1C5,M,30-39,7399.0
12691,FI1C5,M,40+,37019.0
12692,FI1C5,M,<18,12059.0
12693,FI1C5,M,TOTAL,66266.0
12694,FI1C5,T,18-29,14606.0
12695,FI1C5,T,30-39,14067.0
12696,FI1C5,T,40+,78077.0
12697,FI1C5,T,TOTAL,133703.0
12698,FI1D,F,18-29,89878.0
12699,FI1D,F,30-39,65891.0
12700,FI1D,F,40+,363814.0
12701,FI1D,F,<18,131260.0
12702,FI1D,F,TOTAL,650843.0
12703,FI1D,M,18-29,99380.0
12704,FI1D,M,30-39,71103.0
12705,FI1D,M,40+,338589.0
12706,FI1D,M,<18,137409.0
12707,FI1D,M,TOTAL,646481.0
12708,FI1D,T,18-29,154734.0
12709,FI1D,T,30-39,136994.0
12710,FI1D,T,40+,702403.0
12711,FI1D,T,TOTAL,1297324.0
12712,FI1D1,F,18-29,8829.0
12713,FI1D1,F,30-39,6850.0
12714,FI1D1,F,40+,49892.0
12715,FI1D1,F,<18,13149.0
12716,FI1D1,F,TOTAL,78720.0
12717,FI1D1,M,18-29,9950.0
12718,FI1D1,M,30-39,7022.0
12719,FI1D1,M,40+,45215.0
12720,FI1D1,M,<18,13761.0
12721,FI1D1,M,TOTAL,75948.0
12722,FI1D1,T,18-29,15107.0
12723,FI1D1,T,30-39,13872.0
12724,FI1D1,T,40+,95107.0
12725,FI1D1,T,TOTAL,154668.0
12726,FI1D2,F,18-29,17222.0
12727,FI1D2,F,30-39,12256.0
12728,FI1D2,F,40+,72976.0
12729,FI1D2,F,<18,23185.0
12730,FI1D2,F,TOTAL,125639.0
12731,FI1D2,M,18-29,18165.0
12732,FI1D2,M,30-39,13222.0
12733,FI1D2,M,40+,66626.0
12734,FI1D2,M,<18,24291.0
12735,FI1D2,M,TOTAL,122304.0
12736,FI1D2,T,18-29,28990.0
12737,FI1D2,T,30-39,25478.0
12738,FI1D2,T,40+,139602.0
12739,FI1D2,T,TOTAL,247943.0
12740,FI1D3,F,18-29,11364.0
12741,FI1D3,F,30-39,7859.0
12742,FI1D3,F,40+,49113.0
12743,FI1D3,F,<18,15114.0
12744,FI1D3,F,TOTAL,83450.0
12745,FI1D3,M,18-29,12733.0
12746,FI1D3,M,30-39,8323.0
12747,FI1D3,M,40+,45721.0
12748,FI1D3,M,<18,15639.0
12749,FI1D3,M,TOTAL,82416.0
12750,FI1D3,T,18-29,19717.0
12751,FI1D3,T,30-39,16182.0
12752,FI1D3,T,40+,94834.0
12753,FI1D3,T,TOTAL,165866.0
12754,FI1D4,F,18-29,4781.0
12755,FI1D4,F,30-39,3562.0
12756,FI1D4,F,40+,25120.0
12757,FI1D4,F,<18,7546.0
12758,FI1D4,F,TOTAL,41009.0
12759,FI1D4,M,18-29,5779.0
12760,FI1D4,M,30-39,3856.0
12761,FI1D4,M,40+,23654.0
12762,FI1D4,M,<18,7775.0
12763,FI1D4,M,TOTAL,41064.0
12764,FI1D4,T,18-29,8474.0
12765,FI1D4,T,30-39,7418.0
12766,FI1D4,T,40+,48774.0
12767,FI1D4,T,TOTAL,82073.0
12768,FI1D5,F,18-29,4832.0
12769,FI1D5,F,30-39,3681.0
12770,FI1D5,F,40+,18331.0
12771,FI1D5,F,<18,7698.0
12772,FI1D5,F,TOTAL,34542.0
12773,FI1D5,M,18-29,5157.0
12774,FI1D5,M,30-39,3875.0
12775,FI1D5,M,40+,16819.0
12776,FI1D5,M,<18,7928.0
12777,FI1D5,M,TOTAL,33779.0
12778,FI1D5,T,18-29,8138.0
12779,FI1D5,T,30-39,7556.0
12780,FI1D5,T,40+,35150.0
12781,FI1D5,T,TOTAL,68321.0
12782,FI1D6,F,18-29,30229.0
12783,FI1D6,F,30-39,23163.0
12784,FI1D6,F,40+,95348.0
12785,FI1D6,F,<18,47280.0
12786,FI1D6,F,TOTAL,196020.0
12787,FI1D6,M,18-29,33592.0
12788,FI1D6,M,30-39,25615.0
12789,FI1D6,M,40+,89811.0
12790,FI1D6,M,<18,49927.0
12791,FI1D6,M,TOTAL,198945.0
12792,FI1D6,T,18-29,52667.0
12793,FI1D6,T,30-39,48778.0
12794,FI1D6,T,40+,185159.0
12795,FI1D6,T,TOTAL,394965.0
12796,FI1D7,F,18-29,12621.0
12797,FI1D7,F,30-39,8520.0
12798,FI1D7,F,40+,53034.0
12799,FI1D7,F,<18,17288.0
12800,FI1D7,F,TOTAL,91463.0
12801,FI1D7,M,18-29,14004.0
12802,FI1D7,M,30-39,9190.0
12803,FI1D7,M,40+,50743.0
12804,FI1D7,M,<18,18088.0
12805,FI1D7,M,TOTAL,92025.0
12806,FI1D7,T,18-29,21641.0
12807,FI1D7,T,30-39,17710.0
12808,FI1D7,T,40+,103777.0
12809,FI1D7,T,TOTAL,183488.0
12810,FI2,F,18-29,1727.0
12811,FI2,F,30-39,1682.0
12812,FI2,F,40+,7927.0
12813,FI2,F,<18,2718.0
12814,FI2,F,TOTAL,14054.0
12815,FI2,M,18-29,1919.0
12816,FI2,M,30-39,1796.0
12817,FI2,M,40+,7318.0
12818,FI2,M,<18,2920.0
12819,FI2,M,TOTAL,13953.0
12820,FI2,T,18-29,2970.0
12821,FI2,T,30-39,3478.0
12822,FI2,T,40+,15245.0
12823,FI2,T,TOTAL,28007.0
12824,FI20,F,18-29,1727.0
12825,FI20,F,30-39,1682.0
12826,FI20,F,40+,7927.0
12827,FI20,F,<18,2718.0
12828,FI20,F,TOTAL,14054.0
12829,FI20,M,18-29,1919.0
12830,FI20,M,30-39,1796.0
12831,FI20,M,40+,7318.0
12832,FI20,M,<18,2920.0
12833,FI20,M,TOTAL,13953.0
12834,FI20,T,18-29,2970.0
12835,FI20,T,30-39,3478.0
12836,FI20,T,40+,15245.0
12837,FI20,T,TOTAL,28007.0
12838,FI200,F,18-29,1727.0
12839,FI200,F,30-39,1682.0
12840,FI200,F,40+,7927.0
12841,FI200,F,<18,2718.0
12842,FI200,F,TOTAL,14054.0
12843,FI200,M,18-29,1919.0
12844,FI200,M,30-39,1796.0
12845,FI200,M,40+,7318.0
12846,FI200,M,<18,2920.0
12847,FI200,M,TOTAL,13953.0
12848,FI200,T,18-29,2970.0
12849,FI200,T,30-39,3478.0
12850,FI200,T,40+,15245.0
12851,FI200,T,TOTAL,28007.0
12852,FIZ,F,18-29,
12853,FIZ,F,30-39,
12854,FIZ,F,40+,
12855,FIZ,F,<18,
12856,FIZ,F,TOTAL,
12857,FIZ,M,18-29,
12858,FIZ,M,30-39,
12859,FIZ,M,40+,
12860,FIZ,M,<18,
12861,FIZ,M,TOTAL,
12862,FIZ,T,18-29,
12863,FIZ,T,30-39,
12864,FIZ,T,40+,
12865,FIZ,T,TOTAL,
12866,FIZZ,F,18-29,
12867,FIZZ,F,30-39,
12868,FIZZ,F,40+,
12869,FIZZ,F,<18,
12870,FIZZ,F,TOTAL,
12871,FIZZ,M,18-29,
12872,FIZZ,M,30-39,
12873,FIZZ,M,40+,
12874,FIZZ,M,<18,
12875,FIZZ,M,TOTAL,
12876,FIZZ,T,18-29,
12877,FIZZ,T,30-39,
12878,FIZZ,T,40+,
12879,FIZZ,T,TOTAL,
12880,FIZZZ,F,18-29,
12881,FIZZZ,F,30-39,
12882,FIZZZ,F,40+,
12883,FIZZZ,F,<18,
12884,FIZZZ,F,TOTAL,
12885,FIZZZ,M,18-29,
12886,FIZZZ,M,30-39,
12887,FIZZZ,M,40+,
12888,FIZZZ,M,<18,
12889,FIZZZ,M,TOTAL,
12890,FIZZZ,T,18-29,
12891,FIZZZ,T,30-39,
12892,FIZZZ,T,40+,
12893,FIZZZ,T,TOTAL,
12894,FR,F,18-29,4828120.0
12895,FR,F,30-39,4289444.0
12896,FR,F,40+,17351353.0
12897,FR,F,<18,7031739.0
12898,FR,F,TOTAL,33500655.0
12899,FR,M,18-29,4831065.0
12900,FR,M,30-39,4211547.0
12901,FR,M,40+,15021727.0
12902,FR,M,<18,7368407.0
12903,FR,M,TOTAL,31432745.0
12904,FR,T,18-29,8000782.0
12905,FR,T,30-39,8500990.0
12906,FR,T,40+,32373080.0
12907,FR,T,TOTAL,64933400.0
12908,FR1,F,18-29,1046762.0
12909,FR1,F,30-39,904013.0
12910,FR1,F,40+,2833053.0
12911,FR1,F,<18,1347966.0
12912,FR1,F,TOTAL,6131795.0
12913,FR1,M,18-29,986476.0
12914,FR1,M,30-39,883892.0
12915,FR1,M,40+,2446813.0
12916,FR1,M,<18,1403875.0
12917,FR1,M,TOTAL,5721056.0
12918,FR1,T,18-29,1727329.0
12919,FR1,T,30-39,1787905.0
12920,FR1,T,40+,5279870.0
12921,FR1,T,TOTAL,11852851.0
12922,FR10,F,18-29,1046762.0
12923,FR10,F,30-39,904013.0
12924,FR10,F,40+,2833053.0
12925,FR10,F,<18,1347966.0
12926,FR10,F,TOTAL,6131795.0
12927,FR10,M,18-29,986476.0
12928,FR10,M,30-39,883892.0
12929,FR10,M,40+,2446813.0
12930,FR10,M,<18,1403875.0
12931,FR10,M,TOTAL,5721056.0
12932,FR10,T,18-29,1727329.0
12933,FR10,T,30-39,1787905.0
12934,FR10,T,40+,5279870.0
12935,FR10,T,TOTAL,11852851.0
12936,FR101,F,18-29,253094.0
12937,FR101,F,30-39,187135.0
12938,FR101,F,40+,560258.0
12939,FR101,F,<18,189425.0
12940,FR101,F,TOTAL,1189912.0
12941,FR101,M,18-29,219003.0
12942,FR101,M,30-39,189224.0
12943,FR101,M,40+,457327.0
12944,FR101,M,<18,194507.0
12945,FR101,M,TOTAL,1060063.0
12946,FR101,T,18-29,416171.0
12947,FR101,T,30-39,376358.0
12948,FR101,T,40+,1017585.0
12949,FR101,T,TOTAL,2249975.0
12950,FR102,F,18-29,106573.0
12951,FR102,F,30-39,97538.0
12952,FR102,F,40+,312407.0
12953,FR102,F,<18,167461.0
12954,FR102,F,TOTAL,683980.0
12955,FR102,M,18-29,104833.0
12956,FR102,M,30-39,93089.0
12957,FR102,M,40+,282295.0
12958,FR102,M,<18,174228.0
12959,FR102,M,TOTAL,654447.0
12960,FR102,T,18-29,175267.0
12961,FR102,T,30-39,190626.0
12962,FR102,T,40+,594704.0
12963,FR102,T,TOTAL,1338427.0
12964,FR103,F,18-29,105077.0
12965,FR103,F,30-39,98741.0
12966,FR103,F,40+,350279.0
12967,FR103,F,<18,170519.0
12968,FR103,F,TOTAL,724616.0
12969,FR103,M,18-29,103670.0
12970,FR103,M,30-39,97321.0
12971,FR103,M,40+,308810.0
12972,FR103,M,<18,179217.0
12973,FR103,M,TOTAL,689019.0
12974,FR103,T,18-29,171857.0
12975,FR103,T,30-39,196062.0
12976,FR103,T,40+,659087.0
12977,FR103,T,TOTAL,1413635.0
12978,FR104,F,18-29,95708.0
12979,FR104,F,30-39,87029.0
12980,FR104,F,40+,293064.0
12981,FR104,F,<18,149303.0
12982,FR104,F,TOTAL,625103.0
12983,FR104,M,18-29,97868.0
12984,FR104,M,30-39,85580.0
12985,FR104,M,40+,262239.0
12986,FR104,M,<18,154402.0
12987,FR104,M,TOTAL,600088.0
12988,FR104,T,18-29,161284.0
12989,FR104,T,30-39,172609.0
12990,FR104,T,40+,555302.0
12991,FR104,T,TOTAL,1225191.0
12992,FR105,F,18-29,133950.0
12993,FR105,F,30-39,130015.0
12994,FR105,F,40+,386557.0
12995,FR105,F,<18,177472.0
12996,FR105,F,TOTAL,827996.0
12997,FR105,M,18-29,127003.0
12998,FR105,M,30-39,125211.0
12999,FR105,M,40+,317349.0
13000,FR105,M,<18,184067.0
13001,FR105,M,TOTAL,753632.0
13002,FR105,T,18-29,224117.0
13003,FR105,T,30-39,255226.0
13004,FR105,T,40+,703908.0
13005,FR105,T,TOTAL,1581628.0
13006,FR106,F,18-29,137579.0
13007,FR106,F,30-39,116909.0
13008,FR106,F,40+,330654.0
13009,FR106,F,<18,195284.0
13010,FR106,F,TOTAL,780426.0
13011,FR106,M,18-29,128574.0
13012,FR106,M,30-39,114635.0
13013,FR106,M,40+,302181.0
13014,FR106,M,<18,204112.0
13015,FR106,M,TOTAL,749502.0
13016,FR106,T,18-29,225386.0
13017,FR106,T,30-39,231544.0
13018,FR106,T,40+,632836.0
13019,FR106,T,TOTAL,1529928.0
13020,FR107,F,18-29,115429.0
13021,FR107,F,30-39,101698.0
13022,FR107,F,40+,325632.0
13023,FR107,F,<18,150213.0
13024,FR107,F,TOTAL,692970.0
13025,FR107,M,18-29,108745.0
13026,FR107,M,30-39,98095.0
13027,FR107,M,40+,275262.0
13028,FR107,M,<18,158628.0
13029,FR107,M,TOTAL,640732.0
13030,FR107,T,18-29,190249.0
13031,FR107,T,30-39,199792.0
13032,FR107,T,40+,600895.0
13033,FR107,T,TOTAL,1333702.0
13034,FR108,F,18-29,99350.0
13035,FR108,F,30-39,84949.0
13036,FR108,F,40+,274200.0
13037,FR108,F,<18,148297.0
13038,FR108,F,TOTAL,606793.0
13039,FR108,M,18-29,96779.0
13040,FR108,M,30-39,80737.0
13041,FR108,M,40+,241350.0
13042,FR108,M,<18,154704.0
13043,FR108,M,TOTAL,573572.0
13044,FR108,T,18-29,162999.0
13045,FR108,T,30-39,165685.0
13046,FR108,T,40+,515552.0
13047,FR108,T,TOTAL,1180365.0
13048,FR2,F,18-29,748856.0
13049,FR2,F,30-39,671799.0
13050,FR2,F,40+,2957454.0
13051,FR2,F,<18,1159524.0
13052,FR2,F,TOTAL,5537632.0
13053,FR2,M,18-29,766154.0
13054,FR2,M,30-39,664614.0
13055,FR2,M,40+,2583896.0
13056,FR2,M,<18,1216560.0
13057,FR2,M,TOTAL,5231222.0
13058,FR2,T,18-29,1246159.0
13059,FR2,T,30-39,1336412.0
13060,FR2,T,40+,5541351.0
13061,FR2,T,TOTAL,10768854.0
13062,FR21,F,18-29,95862.0
13063,FR21,F,30-39,83191.0
13064,FR21,F,40+,363348.0
13065,FR21,F,<18,142566.0
13066,FR21,F,TOTAL,684967.0
13067,FR21,M,18-29,101233.0
13068,FR21,M,30-39,83453.0
13069,FR21,M,40+,316415.0
13070,FR21,M,<18,149985.0
13071,FR21,M,TOTAL,651086.0
13072,FR21,T,18-29,162820.0
13073,FR21,T,30-39,166646.0
13074,FR21,T,40+,679760.0
13075,FR21,T,TOTAL,1336053.0
13076,FR211,F,18-29,18077.0
13077,FR211,F,30-39,17790.0
13078,FR211,F,40+,77184.0
13079,FR211,F,<18,31258.0
13080,FR211,F,TOTAL,144307.0
13081,FR211,M,18-29,19136.0
13082,FR211,M,30-39,17638.0
13083,FR211,M,40+,68404.0
13084,FR211,M,<18,33626.0
13085,FR211,M,TOTAL,138803.0
13086,FR211,T,18-29,31048.0
13087,FR211,T,30-39,35429.0
13088,FR211,T,40+,145586.0
13089,FR211,T,TOTAL,283110.0
13090,FR212,F,18-29,20374.0
13091,FR212,F,30-39,18796.0
13092,FR212,F,40+,83969.0
13093,FR212,F,<18,33084.0
13094,FR212,F,TOTAL,156222.0
13095,FR212,M,18-29,21923.0
13096,FR212,M,30-39,18781.0
13097,FR212,M,40+,73232.0
13098,FR212,M,<18,33839.0
13099,FR212,M,TOTAL,147775.0
13100,FR212,T,18-29,34696.0
13101,FR212,T,30-39,37577.0
13102,FR212,T,40+,157201.0
13103,FR212,T,TOTAL,303997.0
13104,FR213,F,18-29,46819.0
13105,FR213,F,30-39,36204.0
13106,FR213,F,40+,148619.0
13107,FR213,F,<18,59871.0
13108,FR213,F,TOTAL,291514.0
13109,FR213,M,18-29,47673.0
13110,FR213,M,30-39,36606.0
13111,FR213,M,40+,127493.0
13112,FR213,M,<18,63287.0
13113,FR213,M,TOTAL,275057.0
13114,FR213,T,18-29,77778.0
13115,FR213,T,30-39,72810.0
13116,FR213,T,40+,276112.0
13117,FR213,T,TOTAL,566571.0
13118,FR214,F,18-29,10593.0
13119,FR214,F,30-39,10401.0
13120,FR214,F,40+,53577.0
13121,FR214,F,<18,18354.0
13122,FR214,F,TOTAL,92925.0
13123,FR214,M,18-29,12504.0
13124,FR214,M,30-39,10428.0
13125,FR214,M,40+,47285.0
13126,FR214,M,<18,19232.0
13127,FR214,M,TOTAL,89450.0
13128,FR214,T,18-29,19297.0
13129,FR214,T,30-39,20829.0
13130,FR214,T,40+,100863.0
13131,FR214,T,TOTAL,182375.0
13132,FR22,F,18-29,139834.0
13133,FR22,F,30-39,126212.0
13134,FR22,F,40+,494422.0
13135,FR22,F,<18,220340.0
13136,FR22,F,TOTAL,980807.0
13137,FR22,M,18-29,143011.0
13138,FR22,M,30-39,124664.0
13139,FR22,M,40+,438934.0
13140,FR22,M,<18,230738.0
13141,FR22,M,TOTAL,937348.0
13142,FR22,T,18-29,233479.0
13143,FR22,T,30-39,250876.0
13144,FR22,T,40+,933354.0
13145,FR22,T,TOTAL,1918155.0
13146,FR221,F,18-29,36535.0
13147,FR221,F,30-39,33950.0
13148,FR221,F,40+,145315.0
13149,FR221,F,<18,62038.0
13150,FR221,F,TOTAL,277835.0
13151,FR221,M,18-29,37557.0
13152,FR221,M,30-39,33546.0
13153,FR221,M,40+,127472.0
13154,FR221,M,<18,64895.0
13155,FR221,M,TOTAL,263467.0
13156,FR221,T,18-29,61133.0
13157,FR221,T,30-39,67495.0
13158,FR221,T,40+,272786.0
13159,FR221,T,TOTAL,541302.0
13160,FR222,F,18-29,57983.0
13161,FR222,F,30-39,55607.0
13162,FR222,F,40+,198895.0
13163,FR222,F,<18,96716.0
13164,FR222,F,TOTAL,409202.0
13165,FR222,M,18-29,60108.0
13166,FR222,M,30-39,54686.0
13167,FR222,M,40+,180522.0
13168,FR222,M,<18,101126.0
13169,FR222,M,TOTAL,396440.0
13170,FR222,T,18-29,98208.0
13171,FR222,T,30-39,110293.0
13172,FR222,T,40+,379416.0
13173,FR222,T,TOTAL,805642.0
13174,FR223,F,18-29,45314.0
13175,FR223,F,30-39,36655.0
13176,FR223,F,40+,150213.0
13177,FR223,F,<18,61589.0
13178,FR223,F,TOTAL,293770.0
13179,FR223,M,18-29,45347.0
13180,FR223,M,30-39,36431.0
13181,FR223,M,40+,130941.0
13182,FR223,M,<18,64723.0
13183,FR223,M,TOTAL,277441.0
13184,FR223,T,18-29,74138.0
13185,FR223,T,30-39,73087.0
13186,FR223,T,40+,281154.0
13187,FR223,T,TOTAL,571211.0
13188,FR23,F,18-29,137931.0
13189,FR23,F,30-39,118382.0
13190,FR23,F,40+,487378.0
13191,FR23,F,<18,206926.0
13192,FR23,F,TOTAL,950616.0
13193,FR23,M,18-29,137846.0
13194,FR23,M,30-39,115777.0
13195,FR23,M,40+,418996.0
13196,FR23,M,<18,216155.0
13197,FR23,M,TOTAL,888777.0
13198,FR23,T,18-29,226986.0
13199,FR23,T,30-39,234159.0
13200,FR23,T,40+,906374.0
13201,FR23,T,TOTAL,1839393.0
13202,FR231,F,18-29,38627.0
13203,FR231,F,30-39,39503.0
13204,FR231,F,40+,152598.0
13205,FR231,F,<18,69964.0
13206,FR231,F,TOTAL,300695.0
13207,FR231,M,18-29,38939.0
13208,FR231,M,30-39,38864.0
13209,FR231,M,40+,136769.0
13210,FR231,M,<18,72846.0
13211,FR231,M,TOTAL,287416.0
13212,FR231,T,18-29,63941.0
13213,FR231,T,30-39,78367.0
13214,FR231,T,40+,289369.0
13215,FR231,T,TOTAL,588111.0
13216,FR232,F,18-29,99302.0
13217,FR232,F,30-39,78879.0
13218,FR232,F,40+,334781.0
13219,FR232,F,<18,136960.0
13220,FR232,F,TOTAL,649921.0
13221,FR232,M,18-29,98907.0
13222,FR232,M,30-39,76913.0
13223,FR232,M,40+,282231.0
13224,FR232,M,<18,143310.0
